id,key,name,project.id,jiraProjectVersion,status.id,folder.id,description,plannedStartDate,plannedEndDate,owner.accountId,Environment,links.issues.self,links.issues.issueId,links.issues.id,links.issues.target,links.issues.type,links.webLinks.self,links.webLinks.description,links.webLinks.url,links.webLinks.id,links.webLinks.type,links.testPlans.id,links.testPlans.testPlanId,links.testPlans.type,links.testPlans.target
29145344,TBPE-R345,Ciclo 1,296783,,5360251,18998374.0,,2024-11-14T15:14:25Z,2024-11-14T15:14:25Z,6184360c3e3753006f989398,UAT,,,,,,,,,,,,,,
29152056,TBPE-R348,Ciclo de testes 1,296783,"{'id': 10317, 'self': 'https://f1rst-odin-org.atlassian.net/rest/api/2/version/10317'}",5360251,19000254.0,,2024-11-14T18:11:20Z,2024-11-14T18:11:20Z,712020:7167ecb2-bcad-482e-9e8d-8f79e42f4efd,QA,https://api.zephyrscale.smartbear.com/v2/links/108403227,272435,108403227,https://f1rst-odin-org.atlassian.net/rest/api/2/issue/272435,RELATED,,,,,,,,,
29302095,TBPE-R396,RegressivoAUT_Issuance_19-11-2024T15:19:25,296783,,5360249,13610233.0,,,,,QA,,,,,,,,,,,,,,
29302137,TBPE-R397,RegressivoAUT_Issuance_19-11-2024T15:20:52,296783,,5360249,13610233.0,,,,,QA,,,,,,,,,,,,,,
29302230,TBPE-R398,RegressivoAUT_Issuance_19-11-2024T18:26:13,296783,,5360251,13610233.0,,,,,QA,,,,,,,,,,,,,,
29302352,TBPE-R399,RegressivoAUT_Issuance_19-11-2024T15:33:27,296783,,5360249,13610233.0,,,,,QA,,,,,,,,,,,,,,
29302390,TBPE-R400,RegressivoAUT_Issuance_19-11-2024T18:34:46,296783,,5360251,13610233.0,,,,,QA,,,,,,,,,,,,,,
29302426,TBPE-R401,RegressivoAUT_Issuance_19-11-2024T15:35:51,296783,,5360249,13610233.0,,,,,QA,,,,,,,,,,,,,,
29302551,TBPE-R402,RegressivoAUT_Issuance_19-11-2024T18:43:34,296783,,5360251,13610233.0,,,,,QA,,,,,,,,,,,,,,
29302913,TBPE-R403,RegressivoAUT_Issuance_19-11-2024T16:01:26,296783,,5360249,13610233.0,,,,,QA,,,,,,,,,,,,,,
29302937,TBPE-R404,RegressivoAUT_Issuance_19-11-2024T16:02:43,296783,,5360249,13610233.0,,,,,QA,,,,,,,,,,,,,,
29303244,TBPE-R405,RegressivoAUT_Issuance_19-11-2024T16:18:54,296783,,5360249,13610233.0,,,,,QA,,,,,,,,,,,,,,
29303282,TBPE-R406,RegressivoAUT_Issuance_19-11-2024T16:20:30,296783,,5360249,13610233.0,,,,,QA,,,,,,,,,,,,,,
29306423,TBPE-R407,RegressivoAUT_Issuance_19-11-2024T22:24:34,296783,,5360249,13610233.0,,,,,QA,,,,,,,,,,,,,,
29616278,TBPE-R408,RegressivoAUT_Issuance_26-11-2024T12:44:15,296783,,5360251,13610233.0,,,,,QA,,,,,,,,,,,,,,
29672251,TBPE-R409,Ciclo de testes - Criação do serviço person-data,296783,,5360250,19157734.0,,2024-11-27T19:15:51Z,2024-11-27T19:15:51Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
29862694,TBPE-R410,Ciclo 1,296783,,5360251,19264509.0,,2024-12-02T14:17:31Z,2024-12-02T14:17:31Z,6184360c3e3753006f989398,UAT,,,,,,,,,,,,,,
30009652,TBPE-R411,Redesenhar geração de arquivo de embossing,296783,,5360250,19365191.0,,2024-12-04T12:26:04Z,2024-12-04T12:26:04Z,625ee667fd06270069bfa285,QA,,,,,,,,,,,,,,
30015363,TBPE-R412,Ajustes nas estruturas,296783,,5360250,19367390.0,,2024-12-04T14:35:34Z,2024-12-04T14:35:34Z,625ee667fd06270069bfa285,QA,,,,,,,,,,,,,,
30130566,TBPE-R413,Embossing México,296783,,5360251,19459024.0,,2024-12-05T21:20:53Z,2024-12-05T21:20:53Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
30239241,TBPE-R414,RegressivoAUT_Issuance_06-12-2024T13:50:06,296783,,5360249,13610233.0,,,,,UAT,,,,,,,,,,,,,,
30652256,TBPE-R415,Ciclo de teste 1,296783,"{'id': 10317, 'self': 'https://f1rst-odin-org.atlassian.net/rest/api/2/version/10317'}",5360251,19834024.0,,2024-12-11T18:21:04Z,2024-12-11T18:21:04Z,712020:7167ecb2-bcad-482e-9e8d-8f79e42f4efd,UAT,https://api.zephyrscale.smartbear.com/v2/links/113757406,226713,113757406,https://f1rst-odin-org.atlassian.net/rest/api/2/issue/226713,RELATED,,,,,,,,,
30997252,TBPE-R416,Ciclo de testes Migração das tabelas de Domínio,296783,,5360251,15871489.0,,2024-12-20T15:42:00Z,2024-12-20T15:42:00Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
31001422,TBPE-R417,RegressivoAUT_Issuance_20-12-2024T18:22:29,296783,,5360251,13610233.0,,,,,QA,,,,,,,,,,,,,,
31473869,TBPE-R418,Elegibilidade de entrega pelo ON,296783,"{'id': 10317, 'self': 'https://f1rst-odin-org.atlassian.net/rest/api/2/version/10317'}",5360251,20202861.0,,2025-01-09T15:31:51Z,2025-01-09T15:31:51Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
31976462,TBPE-R419,Atualizar base de dados,296783,"{'id': 10317, 'self': 'https://f1rst-odin-org.atlassian.net/rest/api/2/version/10317'}",5360251,20411506.0,,2025-01-24T20:28:13Z,2025-01-24T20:28:13Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
32390424,TBPE-R420,RegressivoAUT_Issuance_07-02-2025T13:16:10,296783,,5360249,13610233.0,,,,,QA,,,,,,,,,,,,,,
32519792,TBPE-R421,Ciclo de teste 1 em QA,296783,,5360251,20691817.0,,2025-02-10T13:30:24Z,2025-02-10T13:30:24Z,625ee667fd06270069bfa285,QA,,,,,,,,,,,,,,
32519826,TBPE-R422,Ciclo de teste 2 em UAT,296783,,5360251,20691817.0,,2025-02-10T13:31:08Z,2025-02-10T13:31:08Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
32530338,TBPE-R423,RegressivoAUT_Issuance_10-02-2025T18:42:52,296783,,5360249,13610233.0,,,,,QA,,,,,,,,,,,,,,
32530942,TBPE-R424,Ciclo de testes da URL BIN - UAT,296783,"{'id': 10317, 'self': 'https://f1rst-odin-org.atlassian.net/rest/api/2/version/10317'}",5360251,20695283.0,,2025-02-10T19:13:24Z,2025-02-10T19:13:24Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
32553463,TBPE-R425,RegressivoAUT_Issuance_11-02-2025T07:08:35,296783,,5360249,13610233.0,,,,,QA,,,,,,,,,,,,,,
32556264,TBPE-R426,RegressivoAUT_Issuance_11-02-2025T08:53:38,296783,,5360249,13610233.0,,,,,QA,,,,,,,,,,,,,,
32556521,TBPE-R427,RegressivoAUT_Issuance_11-02-2025T09:04:30,296783,,5360249,13610233.0,,,,,QA,,,,,,,,,,,,,,
32571280,TBPE-R428,Ciclo de testes - Melhorias na resposta do HSM e Multitask-emotion,296783,,5360251,20695283.0,,2025-02-11T21:36:29Z,2025-02-11T21:36:29Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
32602733,TBPE-R429,RegressivoAUT_Issuance_12-02-2025T16:21:57,296783,,5360249,13610233.0,,,,,QA,,,,,,,,,,,,,,
33560672,TBPE-R430,Ciclo de testes - Novos campos na Configuração de Datapreparation,296783,"{'id': 10317, 'self': 'https://f1rst-odin-org.atlassian.net/rest/api/2/version/10317'}",5360251,14677574.0,,2025-03-14T14:36:39Z,2025-03-14T14:36:39Z,625ee667fd06270069bfa285,QA,,,,,,,,,,,,,,
33560754,TBPE-R431,Ciclo de testes - Novos campos na Configuração de Datapreparation (cloned),296783,"{'id': 10317, 'self': 'https://f1rst-odin-org.atlassian.net/rest/api/2/version/10317'}",5360251,14677574.0,,2025-03-14T14:36:39Z,2025-03-14T14:36:39Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
33657630,TBPE-R432,Ciclo de teste - Padronizar dominio embosisng com cadastral no quarkus,296783,"{'id': 10317, 'self': 'https://f1rst-odin-org.atlassian.net/rest/api/2/version/10317'}",5360251,21239836.0,,2025-03-17T17:53:55Z,2025-03-17T17:53:55Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
33701455,TBPE-R433,Padronizar domínio embossing Publisher com o domínio cadastral,296783,"{'id': 10317, 'self': 'https://f1rst-odin-org.atlassian.net/rest/api/2/version/10317'}",5360251,21239836.0,,2025-03-18T21:48:31Z,2025-03-18T21:48:31Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
33835274,TBPE-R434,Ciclo de teste - Incluir mensagem,296783,"{'id': 10317, 'self': 'https://f1rst-odin-org.atlassian.net/rest/api/2/version/10317'}",5360251,19367390.0,,2025-03-24T14:28:53Z,2025-03-24T14:28:53Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
33836000,TBPE-R435,Ciclo de teste - Frontend,296783,,5360251,19367390.0,,2025-03-24T14:50:08Z,2025-03-24T14:50:08Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
33845809,TBPE-R436,Ciclo de testes Audit,296783,"{'id': 10317, 'self': 'https://f1rst-odin-org.atlassian.net/rest/api/2/version/10317'}",5360251,15871489.0,,2025-03-24T19:06:04Z,2025-03-24T19:06:04Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
33847350,TBPE-R437,Ciclo de teste config_system,296783,"{'id': 10317, 'self': 'https://f1rst-odin-org.atlassian.net/rest/api/2/version/10317'}",5360251,15871489.0,,2025-03-24T20:34:31Z,2025-03-24T20:34:31Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
34167125,TBPE-R438,Ciclo de teste configuração de alerta,296783,,5360251,14677574.0,,2025-04-04T13:07:45Z,2025-04-04T13:07:45Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
34353664,TBPE-R439,Ciclo de tetes - Configuração das Validações do Arquivo de Datapreparation,296783,,5360250,14677574.0,,2025-04-09T20:51:09Z,2025-04-09T20:51:09Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
34353954,TBPE-R440,Ciclo de testes gerar alerta próximo do vencimento,296783,,5360251,21758270.0,,2025-04-09T21:06:40Z,2025-04-09T21:06:40Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
34458719,TBPE-R441,Ciclo de testes Migração de Domínio,296783,"{'id': 10317, 'self': 'https://f1rst-odin-org.atlassian.net/rest/api/2/version/10317'}",5360251,21806387.0,,2025-04-14T13:12:46Z,2025-04-14T13:12:46Z,625ee667fd06270069bfa285,UAT,https://api.zephyrscale.smartbear.com/v2/links/123867696,219671,123867696,https://f1rst-odin-org.atlassian.net/rest/api/2/issue/219671,RELATED,,,,,,,,,
34530509,TBPE-R442,Ciclo de testes  parametrizações pelo domínio de embossing,296783,,5360250,21848602.0,,2025-04-16T19:07:10Z,2025-04-16T19:07:10Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
35105544,TBPE-R443,Ciclo de testes - Frontend,296783,,5360251,22160971.0,,2025-05-06T13:30:42Z,2025-05-06T13:30:42Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
35595431,TBPE-R444,Ciclo de testes cancelamento do device,296783,"{'id': 10317, 'self': 'https://f1rst-odin-org.atlassian.net/rest/api/2/version/10317'}",5360251,22542646.0,,2025-05-22T18:16:53Z,2025-05-22T18:16:53Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
35699243,TBPE-R445,Ciclo de testes do arquivo de configuração do Datapreparation,296783,,5360250,22624631.0,,2025-05-26T15:17:58Z,2025-05-26T15:17:58Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
35769181,TBPE-R446,Ciclo de testes migração para o ambiente de Delivery - PD,296783,,5360251,22652469.0,,2025-05-28T19:13:15Z,2025-05-28T19:13:15Z,625ee667fd06270069bfa285,QA,,,,,,,,,,,,,,
36011572,TBPE-R447,Ciclo de testes Delivery Strategy,296783,,5360251,22723123.0,,2025-06-02T17:29:12Z,2025-06-02T17:29:12Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
36260416,TBPE-R448,Ciclo de testes de monitoramente Embossing,296783,,5360250,22840509.0,,2025-06-10T18:12:01Z,2025-06-10T18:12:01Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
36360232,TBPE-R449,Ciclo de testes do monitoramento do Lifecycle,296783,"{'id': 10317, 'self': 'https://f1rst-odin-org.atlassian.net/rest/api/2/version/10317'}",5360250,22878055.0,,2025-06-12T14:01:17Z,2025-06-12T14:01:17Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
36416534,TBPE-R450,Montagem das linhas do arquivo de datapreparation,296783,"{'id': 10317, 'self': 'https://f1rst-odin-org.atlassian.net/rest/api/2/version/10317'}",5360250,,,2025-06-15T11:58:52Z,2025-06-15T11:58:52Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
36416909,TBPE-R451,Ciclo de testes atualização embossing-backend-datapreparation-file-generation para Java 17,296783,,5360251,15871489.0,,2025-06-15T13:20:44Z,2025-06-15T13:20:44Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
36417022,TBPE-R452,Geração do arquivo complementar de Embossing,296783,,5360251,22901029.0,,2025-06-15T13:57:50Z,2025-06-15T13:57:50Z,625ee667fd06270069bfa285,UAT,,,,,,,,,,,,,,
16839829,TBPR-R1,Mainline - Parcelado Lojista,324011,,5872536,11896777.0,,2024-01-17T19:24:54Z,2024-01-31T03:00:00Z,641b8b7df1b529dfa98dbd23,CRT,,,,,,,,,,,,,,
16906301,TBPR-R2,Mainline - Atualização de Saldo - Consulta,324011,,5872536,11896777.0,,2024-01-18T14:17:32Z,2024-01-18T14:17:32Z,712020:34c0b703-b713-4d91-8a68-d5ff51ffde48,CRT,,,,,,,,,,,,,,
16906475,TBPR-R3,Mainline - Atualização de Saldo,324011,,5872536,11896777.0,,2024-01-18T14:19:12Z,2024-01-18T14:19:12Z,712020:34c0b703-b713-4d91-8a68-d5ff51ffde48,CRT,,,,,,,,,,,,,,
17485453,TBPR-R6,Mainline - Consulta Lojista,324011,,5872536,11896777.0,,2024-02-06T15:49:40Z,2024-02-09T03:00:00Z,641b8b7df1b529dfa98dbd23,CRT,,,,,,,,,,,,,,
17692041,TBPR-R11,TBPR-8 - CRT - Parâmetros Cross - Exclusão,324011,,5872535,11896777.0,,2024-02-09T19:28:44Z,2024-02-29T03:00:00Z,,CRT,https://api.zephyrscale.smartbear.com/v2/links/76844828;https://api.zephyrscale.smartbear.com/v2/links/77817778;https://api.zephyrscale.smartbear.com/v2/links/77817783;https://api.zephyrscale.smartbear.com/v2/links/78836694;https://api.zephyrscale.smartbear.com/v2/links/78836705;https://api.zephyrscale.smartbear.com/v2/links/78836709;https://api.zephyrscale.smartbear.com/v2/links/78836711;https://api.zephyrscale.smartbear.com/v2/links/78836718;https://api.zephyrscale.smartbear.com/v2/links/78836720;https://api.zephyrscale.smartbear.com/v2/links/78836726;https://api.zephyrscale.smartbear.com/v2/links/78836727;https://api.zephyrscale.smartbear.com/v2/links/78836729;https://api.zephyrscale.smartbear.com/v2/links/78836736;https://api.zephyrscale.smartbear.com/v2/links/78836769;https://api.zephyrscale.smartbear.com/v2/links/78836774;https://api.zephyrscale.smartbear.com/v2/links/78836782,114976;239143;107480;126951;126960;160144;160154;161325;107454;107459;107464;107469;107474;239325;239522;239813,76844828;77817778;77817783;78836694;78836705;78836709;78836711;78836718;78836720;78836726;78836727;78836729;78836736;78836769;78836774;78836782,https://f1rst-odin-org.atlassian.net/rest/api/2/issue/114976;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/239143;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107480;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/126951;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/126960;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/160144;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/160154;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/161325;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107454;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107459;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107464;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107469;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107474;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/239325;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/239522;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/239813,RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED,,,,,,,,,
17692042,TBPR-R12,TBPR-8 - CRT - Parâmetros Cross - Inclusão,324011,,5872536,11896777.0,Continuação dos testes que estavam na Tribo Monetário,2024-02-09T19:30:26Z,2024-02-29T03:00:00Z,,CRT,https://api.zephyrscale.smartbear.com/v2/links/77817548;https://api.zephyrscale.smartbear.com/v2/links/77817566;https://api.zephyrscale.smartbear.com/v2/links/77817568;https://api.zephyrscale.smartbear.com/v2/links/77817569;https://api.zephyrscale.smartbear.com/v2/links/77817572;https://api.zephyrscale.smartbear.com/v2/links/77817582;https://api.zephyrscale.smartbear.com/v2/links/77817586;https://api.zephyrscale.smartbear.com/v2/links/77817589;https://api.zephyrscale.smartbear.com/v2/links/77817599;https://api.zephyrscale.smartbear.com/v2/links/77817602;https://api.zephyrscale.smartbear.com/v2/links/77817606;https://api.zephyrscale.smartbear.com/v2/links/77817612;https://api.zephyrscale.smartbear.com/v2/links/77817634;https://api.zephyrscale.smartbear.com/v2/links/77817637;https://api.zephyrscale.smartbear.com/v2/links/77817639;https://api.zephyrscale.smartbear.com/v2/links/77817642;https://api.zephyrscale.smartbear.com/v2/links/77817645;https://api.zephyrscale.smartbear.com/v2/links/77817649;https://api.zephyrscale.smartbear.com/v2/links/77817658;https://api.zephyrscale.smartbear.com/v2/links/77817662;https://api.zephyrscale.smartbear.com/v2/links/77817667;https://api.zephyrscale.smartbear.com/v2/links/77817684;https://api.zephyrscale.smartbear.com/v2/links/77817687;https://api.zephyrscale.smartbear.com/v2/links/77817689;https://api.zephyrscale.smartbear.com/v2/links/77817691,114972;126948;126957;160139;160150;161323;107198;107457;107462;107467;107472;107478;182254;194246;218381;231514;237441;237445;237466;237611;237633;237634;237792;237797;238886,77817548;77817566;77817568;77817569;77817572;77817582;77817586;77817589;77817599;77817602;77817606;77817612;77817634;77817637;77817639;77817642;77817645;77817649;77817658;77817662;77817667;77817684;77817687;77817689;77817691,https://f1rst-odin-org.atlassian.net/rest/api/2/issue/114972;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/126948;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/126957;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/160139;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/160150;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/161323;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107198;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107457;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107462;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107467;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107472;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107478;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/182254;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/194246;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/218381;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/231514;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/237441;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/237445;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/237466;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/237611;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/237633;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/237634;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/237792;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/237797;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/238886,RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED,,,,,,,,,
17906892,TBPR-R13,Parcelados - Renegociação,324011,,5872536,11896777.0,,2024-02-15T14:57:34Z,2024-02-15T14:57:34Z,712020:34c0b703-b713-4d91-8a68-d5ff51ffde48,CRT,,,,,,,,,,,,,,
17909758,TBPR-R14,TBPR-8 - CRT - Parâmetros Cross - Consulta,324011,,5872536,11896777.0,,2024-02-15T17:45:05Z,2024-02-29T03:00:00Z,712020:015046d8-c0ab-40b7-9147-ecb85a13faa2,CRT,https://api.zephyrscale.smartbear.com/v2/links/77817184;https://api.zephyrscale.smartbear.com/v2/links/77817192;https://api.zephyrscale.smartbear.com/v2/links/77817226;https://api.zephyrscale.smartbear.com/v2/links/77817242;https://api.zephyrscale.smartbear.com/v2/links/77817249;https://api.zephyrscale.smartbear.com/v2/links/77817261;https://api.zephyrscale.smartbear.com/v2/links/77817379;https://api.zephyrscale.smartbear.com/v2/links/77817384;https://api.zephyrscale.smartbear.com/v2/links/77817399;https://api.zephyrscale.smartbear.com/v2/links/77817405;https://api.zephyrscale.smartbear.com/v2/links/77817419;https://api.zephyrscale.smartbear.com/v2/links/77817428;https://api.zephyrscale.smartbear.com/v2/links/77817430;https://api.zephyrscale.smartbear.com/v2/links/77817435;https://api.zephyrscale.smartbear.com/v2/links/77817465;https://api.zephyrscale.smartbear.com/v2/links/80917783;https://api.zephyrscale.smartbear.com/v2/links/80917808;https://api.zephyrscale.smartbear.com/v2/links/80917817;https://api.zephyrscale.smartbear.com/v2/links/80917823;https://api.zephyrscale.smartbear.com/v2/links/80917829;https://api.zephyrscale.smartbear.com/v2/links/80917843;https://api.zephyrscale.smartbear.com/v2/links/80917851;https://api.zephyrscale.smartbear.com/v2/links/80917861;https://api.zephyrscale.smartbear.com/v2/links/80917870;https://api.zephyrscale.smartbear.com/v2/links/80917875;https://api.zephyrscale.smartbear.com/v2/links/80917938;https://api.zephyrscale.smartbear.com/v2/links/80917949;https://api.zephyrscale.smartbear.com/v2/links/80917963;https://api.zephyrscale.smartbear.com/v2/links/80917974;https://api.zephyrscale.smartbear.com/v2/links/84777897;https://api.zephyrscale.smartbear.com/v2/links/84778598;https://api.zephyrscale.smartbear.com/v2/links/84779610;https://api.zephyrscale.smartbear.com/v2/links/84794372;https://api.zephyrscale.smartbear.com/v2/links/84795083;https://api.zephyrscale.smartbear.com/v2/links/84795717;https://api.zephyrscale.smartbear.com/v2/links/84795953;https://api.zephyrscale.smartbear.com/v2/links/84796061;https://api.zephyrscale.smartbear.com/v2/links/84796273;https://api.zephyrscale.smartbear.com/v2/links/84796862;https://api.zephyrscale.smartbear.com/v2/links/84796981;https://api.zephyrscale.smartbear.com/v2/links/84797299;https://api.zephyrscale.smartbear.com/v2/links/84797583;https://api.zephyrscale.smartbear.com/v2/links/84801880;https://api.zephyrscale.smartbear.com/v2/links/85922762,114978;189071;168675;107460;126952;107481;126961;107501;130549;168671;160148;107455;107465;151655;213492;244045;244046;244027;244057;244053;244050;244042;244056;244052;244044;244048;244049;244055;244051;250742;250741;251070;251140;250740;250739;251168;251115;251090;251075;251136;251120;251139;251104;218466,77817184;77817192;77817226;77817242;77817249;77817261;77817379;77817384;77817399;77817405;77817419;77817428;77817430;77817435;77817465;80917783;80917808;80917817;80917823;80917829;80917843;80917851;80917861;80917870;80917875;80917938;80917949;80917963;80917974;84777897;84778598;84779610;84794372;84795083;84795717;84795953;84796061;84796273;84796862;84796981;84797299;84797583;84801880;85922762,https://f1rst-odin-org.atlassian.net/rest/api/2/issue/114978;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/189071;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/168675;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107460;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/126952;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107481;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/126961;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107501;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/130549;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/168671;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/160148;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107455;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/107465;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/151655;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/213492;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/244045;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/244046;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/244027;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/244057;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/244053;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/244050;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/244042;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/244056;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/244052;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/244044;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/244048;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/244049;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/244055;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/244051;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/250742;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/250741;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/251070;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/251140;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/250740;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/250739;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/251168;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/251115;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/251090;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/251075;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/251136;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/251120;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/251139;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/251104;https://f1rst-odin-org.atlassian.net/rest/api/2/issue/218466,RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED;RELATED,,,,,,,,,
